https://open.spotify.com/track/5unCIQfJLMtcsiU6MP5zmB,I’m So Hot,MOMOLAND,Show Me,200242
https://open.spotify.com/track/6E7jAJN2e3znSHyPCdQqx8,gogobebe,Mamamoo,White Wind,195855
https://open.spotify.com/track/5xptVEzEqCXv0oIJmyDYOJ,MAZE,(G)I-DLE,I am,200345
https://open.spotify.com/track/675wYf9lAHj6M3rgZDzLvk,Lost N Found,Lovelyz,Lovelyz 5th Mini Album [SANCTUARY],181079
https://open.spotify.com/track/1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,COLOR*IZ,218993
https://open.spotify.com/track/381g0b6QZxC13SzA2HRMIc,Power Up,Red Velvet,Summer Magic - Summer Mini Album,202040
https://open.spotify.com/track/76ziL4M1nP9psv11be5812,Dance The Night Away,TWICE,Summer Nights,180809
https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,Fun to The World,208474
https://open.spotify.com/track/4gjVhOuUPOpF23uKkcfVYU,What is Love?,TWICE,Summer Nights,208238
https://open.spotify.com/track/5MaDeMdqsPsZTxNWdEZPVH,Starry Night,Mamamoo,Yellow Flower,211236
https://open.spotify.com/track/0Wf8czfSUf68GaqkgaeJY9,LIKEY,TWICE,twicetagram,207824
https://open.spotify.com/track/0n5szv4EhrxeTAz2zYQJ0S,Fly high,DREAMCATCHER,Prequel,211425
https://open.spotify.com/track/7BiaLnXa10sBpBEcFfm4PP,Why Don’t You Know,CHUNG HA,Hands on Me,198420
https://open.spotify.com/track/2KH7ZhZs01rJOIVvuUNFbo,Chase Me,DREAMCATCHER,악몽,189351
https://open.spotify.com/track/4TWHREp4wv0TmewqR6rgRd,STAY,BLACKPINK,SQUARE TWO,230400
https://open.spotify.com/track/7HWmJ1wBecOAMNGjC6SmKE,WHISTLE,BLACKPINK,SQUARE ONE,211696
https://open.spotify.com/track/577ckDBuyYNGeqetUhbv7d,Good Luck,AOA,AOA 4th Mini Album Good Luck,187024
https://open.spotify.com/track/6Yj8kVuVR3UPxx9r5eFEoV,Miniskirt,AOA,MINISKIRT,179808
https://open.spotify.com/track/0K2UTvyyBPSmr0IccCWNZm,Hush,miss A,HUSH,186799
https://open.spotify.com/track/3mKK73NhylzXdHV4qZGxI4,Why So Lonely,Wonder Girls,Why So Lonely,206706
https://open.spotify.com/track/2Oi0IO8K4BEbhPUdWcjNmv,NAVILLERA,GFRIEND,GFRIEND The 1st Album 'LOL',193579
https://open.spotify.com/track/4PznbgDjd758n6d8EzJWJ0,Memoria (Korean Ver.),GFRIEND,GFRIEND The 2nd Album 'Time for us',249177
https://open.spotify.com/track/6oZee3RwM7GHykYHZeb7GT,I'm so sick,Apink,ONE & SIX,199402
https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,WANNABE,ITZY,IT'z ME,191242
https://open.spotify.com/track/3jsWXhE5NuPWQ4IHplv2zt,BIRTHDAY,SOMI,BIRTHDAY,185796
https://open.spotify.com/track/0lhZsFfTpITnjK5q8lrDLR,NO ONE,LEE HI ft. B.I of iKON,24℃,194596
https://open.spotify.com/track/6fYDnLnVFV0n3FMxgEnIcg,Gotta Go,SUNMI,XX (Original Television Soundtrack) Pt. 1,179119
https://open.spotify.com/track/4i6w1rNQutPq2iXzIaxaS5,The Poem of Destiny,Ailee,"Arthdal Chronicles (Original Television Soundtrack), Pt. 1",219609
https://open.spotify.com/track/2DfvzJVYKGkVivy7daH4P8,LIE 또 LIE,FAVORITE,LIE 또 LIE,210906
https://open.spotify.com/track/4IcTZ4u56lvregznRG6tH1,Loca,FAVORITE,LOCA,204042
https://open.spotify.com/track/2OxKXfxjGwn896Zgwgt1Mr,Hush,FAVORITE,LOCA,213253
https://open.spotify.com/track/1LdSxQ9HNRtXa6fQ2Bcjos,Help Me,(G)I-DLE,"Her Private Life (Original Television Soundtrack), Pt. 1",238630
https://open.spotify.com/track/6BheMIaNvX13rcfENmYTww,Put It Straight - Nightmare Version,(G)I-DLE,Queendom < Box of Pandora > Pt. 1,256493
https://open.spotify.com/track/1CyH9zoX9abqsa3xPrVUsn,Starry Night,BoA & Crush,Starry Night - The 2nd Mini Album,210760
https://open.spotify.com/track/6KxACudfT4vVXnDUkjU6lN,Hands Up,Cherry Bullet,Hands Up,212026
https://open.spotify.com/track/7ADlvg3uIjCvItqeJPgDbu,TING TING TING (with Oliver Heldens),"ITZY, Oliver Heldens",IT'z ME,219143
https://open.spotify.com/track/3OVDd8pJnFP2pDkhWOfpd5,Wanna go back,Park Bom,Queendom < FINAL Comeback >,217008
https://open.spotify.com/track/11wbEfF8uFBY6T2gNH7cI5,Black Or White,DREAMCATCHER,1st Album [Dystopia : The Tree of Language],204480
